FormNodeId,QuestionNodeId,EasyVisaId,QuestVersion,DisplayText,
Form_130,Q_2097,FQ_130_2097,quest_version_2,130 - Date To,
,,,,,
,,,,,
,,,,,
Form_130,Q_2152,FQ_130_2152,quest_version_2,130 - Phone Number (Including Area Code),
,,,,,
Form_130,Q_2158,FQ_130_2158,quest_version_2,130 - email address,
,,,,,
,,,,,
,,,,,
Form_130,Q_2201,FQ_130_2201,quest_version_2,130 - Gender,
Form_130,Q_2202,FQ_130_2202,quest_version_2,130 - Date of Birth,
Form_130,Q_2203,FQ_130_2203,quest_version_2,130 - Country of Birth,
Form_130,Q_2205,FQ_130_2205,quest_version_2,130 - City/Town/Village,
,,,,,
,,,,,
,,,,,
Form_130,Q_2409,FQ_130_2409,quest_version_2,130 - Social Security Number (If any),
Form_130,Q_2411,FQ_130_2411,quest_version_2,130 - What is your USCIS ELIS Account Number?,
Form_130,Q_2412,FQ_130_2412,quest_version_2,130 - Alien Registration Number (A-Number),
,,,,,
,,,,,
,,,,,
Form_130,Q_2608,FQ_130_2608,quest_version_2,130 - What is your current employment status?,
Form_130,Q_2614,FQ_130_2614,quest_version_2,130 - What date did you begin working for this employer?,
Form_130,Q_2618,FQ_130_2618,quest_version_2,130 - In what country is this employer located?,
Form_130,Q_2619,FQ_130_2619,quest_version_2,130 - What is the full name of this employer?,
Form_130,Q_2620,FQ_130_2620,quest_version_2,130 - Street Number and Name,
Form_131,Q_2621,FQ_130_2621,quest_version_2,"130 - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130,Q_2622,FQ_130_2622,quest_version_2,130 - What is the secondary address description?,
Form_130,Q_2623,FQ_130_2623,quest_version_2,130 - Apartment/Suite/Floor,
Form_130,Q_2624,FQ_130_2624,quest_version_2,130 - City/Town/Village,
Form_130,Q_2625,FQ_130_2625,quest_version_2,130 - State,
Form_130,Q_2626,FQ_130_2626,quest_version_2,130 - Province/Territory/State/Prefecture/Parish,
Form_130,Q_2627,FQ_130_2627,quest_version_2,130 - ZIP Code,
Form_130,Q_2628,FQ_130_2628,quest_version_2,130 - Postal Code,
,,,,,
,,,,,
,,,,,
Form_130,Q_2743,FQ_130_2743,quest_version_2,130 - Child's Given Name (First name),
Form_130,Q_2746,FQ_130_2746,quest_version_2,130 - Child's Middle Name (Do Not Abbreviate),
Form_130,Q_2749,FQ_130_2749,quest_version_2,130 - Child's Family Name/Last Name/Surname,
Form_130,Q_2753,FQ_130_2753,quest_version_2,130 - Country of Birth,
Form_130,Q_2754,FQ_130_2754,quest_version_2,130 - Date of Birth,
,,,,,
Form_130,Q_2779,FQ_130_2779,quest_version_2,130 - How many times have you been married?,
Form_130,Q_2781,FQ_130_2781,quest_version_2,130 - What is your current marital status?,
,,,,,
Form_130,Q_2789,FQ_130_2789,quest_version_2,130 - Given Name (First name),
Form_130,Q_2790,FQ_130_2790,quest_version_2,130 - Middle Name (Do Not Abbreviate),
Form_130,Q_2791,FQ_130_2791,quest_version_2,130 - Family Name/Last Name/Surname,
Form_130,Q_2794,FQ_130_2794,quest_version_2,130 - Country of Birth,
Form_130,Q_2795,FQ_130_2795,quest_version_2,130 - Date of Birth,
Form_130,Q_2801,FQ_130_2801,quest_version_2,130 - Date of Marriage,
Form_130,Q_2804,FQ_130_2804,quest_version_2,130 - In what country did this marriage take place?,
Form_130,Q_2805,FQ_130_2805,quest_version_2,130 - In what city/town/village did this marriage take place?,
Form_130,Q_2806,FQ_130_2806,quest_version_2,130 - In what state did this marriage take place?,
Form_130,Q_2807,FQ_130_2807,quest_version_2,130 - In what province did this marriage take place?,
,,,,,
Form_130,Q_2840,FQ_130_2840,quest_version_2,130 - Given Name (First name),
Form_130,Q_2841,FQ_130_2841,quest_version_2,130 - Middle Name (Do Not Abbreviate),
Form_130,Q_2842,FQ_130_2842,quest_version_2,130 - Family Name/Last Name/Surname,
Form_130,Q_2851,FQ_130_2851,quest_version_2,130 - Date Marriage Ended,
,,,,,
,,,,,
,,,,,
Form_130,Q_2954,FQ_130_2954,quest_version_2,130 - Date of Arrival,
Form_130,Q_2957,FQ_130_2957,quest_version_2,130 - Date authorized stay expired or will expire as shown on I-94 (Arrival/Departure Record) or I-95,
Form_130,Q_2958,FQ_130_2958,quest_version_2,130 - What is the I-94 record number?,
,,,,,
Form_130,Q_2966,FQ_130_2966,quest_version_2,130 - Passport Number Used at Last Arrival,
Form_130,Q_2967,FQ_130_2967,quest_version_2,130 - Travel Document Number Used at Last Arrival,
Form_130,Q_2968,FQ_130_2968,quest_version_2,130 - Expiration Date of this Passport or Travel Document,
Form_130,Q_2969,FQ_130_2969,quest_version_2,130 - Country that Issued this Passport or Travel Document,
,,,,,
Form_130,Q_2993,FQ_130_2993,quest_version_2,130 - Have you ever been in the U.S?,
Form_130,Q_2994,FQ_130_2994,quest_version_2,130 - Class (Category) of Admission Help,
,,,,,
,,,,,
,,,,,
Form_130,Q_3081,FQ_130_3081,quest_version_2,130 - Was the beneficiary EVER in immigration proceedings?,
Form_130,Q_3082,FQ_130_3082,quest_version_2,130 - Select the type of proceedings,
Form_130,Q_3083,FQ_130_3083,quest_version_2,130 - Provide the city of the proceedings,
Form_130,Q_3084,FQ_130_3084,quest_version_2,130 - Provide the state of the proceedings,
Form_130,Q_3085,FQ_130_3085,quest_version_2,130 - Provide the date of the proceedings,
,,,,,
,,,,,
,,,,,
Form_130,Q_3951,FQ_130_3951,quest_version_2,130 - Daytime Phone Number,
Form_130,Q_3954,FQ_130_3954,quest_version_2,130 - Mobile Phone Number,
Form_130,Q_3956,FQ_130_3956,quest_version_2,130 - USCIS Online Account Number,
Form_130,Q_3957,FQ_130_3957,quest_version_2,130 - Attorney State Bar Number,
Form_130,Q_3958,FQ_130_3958,quest_version_2,130 - Preparer's Family Name (Last name),
Form_130,Q_3959,FQ_130_3959,quest_version_2,130 - Preparer's Given Name (First name),
Form_130,Q_3960,FQ_130_3960,quest_version_2,130 - Preparer's Business or Organization Name,
Form_130,Q_3961,FQ_130_3961,quest_version_2,130 - Preparer's E-mail Address (if any),
Form_130,Q_3962,FQ_130_3962,quest_version_2,130 - Country,
Form_130,Q_3963,FQ_130_3963,quest_version_2,130 - Street Number and Name,
Form_130,Q_3964,FQ_130_3964,quest_version_2,"130 - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130,Q_3965,FQ_130_3965,quest_version_2,130 - What is the secondary address description?,
Form_130,Q_3966,FQ_130_3966,quest_version_2,130 - Apartment/Suite/Floor Help,
Form_130,Q_3967,FQ_130_3967,quest_version_2,130 - City/Town/Village,
Form_130,Q_3968,FQ_130_3968,quest_version_2,130 - State,
Form_130,Q_3969,FQ_130_3969,quest_version_2,130 - Province/Territory/Prefecture/Parish,
Form_130,Q_3970,FQ_130_3970,quest_version_2,130 - Zip Code,
Form_130,Q_3971,FQ_130_3971,quest_version_2,130 - Postal Code,
,,,,,
,,,,,
,,,,,
Form_130A,Q_1901,FQ_130A_1901,quest_version_2,130A - Given Name (First name),
Form_130A,Q_1902,FQ_130A_1902,quest_version_2,130A - Middle Name (Do Not Abbreviate),
Form_130A,Q_1903,FQ_130A_1903,quest_version_2,130A - Family Name/Last Name/Surname,
,,,,,
,,,,,
,,,,,
Form_130A,Q_2002,FQ_130A_2002,quest_version_2,130A - In what country is your current physical address?,
Form_130A,Q_2003,FQ_130A_2003,quest_version_2,130A - Street Number and Name,
Form_130A,Q_2004,FQ_130A_2004,quest_version_2,"130A - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_2005,FQ_130A_2005,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_2006,FQ_130A_2006,quest_version_2,130A - Apartment/Suite/Floor Help,
Form_130A,Q_2007,FQ_130A_2007,quest_version_2,130A - City/Town/Village,
Form_130A,Q_2008,FQ_130A_2008,quest_version_2,130A - State,
Form_130A,Q_2009,FQ_130A_2009,quest_version_2,130A - Province/Territory/Prefecture/Parish,
Form_130A,Q_2010,FQ_130A_2010,quest_version_2,130A - ZIP Code,
Form_130A,Q_2011,FQ_130A_2011,quest_version_2,130A - Postal Code,
Form_130A,Q_2012,FQ_130A_2012,quest_version_2,130A - When did you move into this address?,
,,,,,
Form_130A,Q_2040,FQ_130A_2040,quest_version_2,130A - In what country was this previous physical address?,
Form_130A,Q_2041,FQ_130A_2041,quest_version_2,130A - Street Number and Name,
Form_130A,Q_2042,FQ_130A_2042,quest_version_2,"130A - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_2043,FQ_130A_2043,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_2044,FQ_130A_2044,quest_version_2,130A - Apartment/Suite/Floor Help,
Form_130A,Q_2045,FQ_130A_2045,quest_version_2,130A - City/Town/Village,
Form_130A,Q_2046,FQ_130A_2046,quest_version_2,130A - State,
Form_130A,Q_2047,FQ_130A_2047,quest_version_2,130A - Province/Territory/Prefecture/Parish,
Form_130A,Q_2048,FQ_130A_2048,quest_version_2,130A - ZIP Code,
Form_130A,Q_2049,FQ_130A_2049,quest_version_2,130A - Postal Code,
Form_130A,Q_2050,FQ_130A_2050,quest_version_2,130A - When did you move into this address?,
Form_130A,Q_2052,FQ_130A_2052,quest_version_2,130A - When did you move out of this address?,
,,,,,
Form_130A,Q_2054,FQ_130A_2054,quest_version_2,130A - In what country was this last address outside of the United States where you lived for more than 1 Year?,
Form_130A,Q_2055,FQ_130A_2055,quest_version_2,130A - Street Number and Name,
Form_130A,Q_2056,FQ_130A_2056,quest_version_2,"130A - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_2057,FQ_130A_2057,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_2058,FQ_130A_2058,quest_version_2,130A - Apartment/Suite/Floor Help,
Form_130A,Q_2059,FQ_130A_2059,quest_version_2,130A - City/Town/Village,
Form_130A,Q_2060,FQ_130A_2060,quest_version_2,130A - Province/Territory/Prefecture/Parish,
Form_130A,Q_2061,FQ_130A_2061,quest_version_2,130A - Postal Code,
Form_130A,Q_2062,FQ_130A_2062,quest_version_2,130A - When did you move into this address?,
Form_130A,Q_2063,FQ_130A_2063,quest_version_2,130A - When did you move out of this address?,
,,,,,
,,,,,
,,,,,
Form_130A,Q_2152,FQ_130A_2152,quest_version_2,130A - Phone Number (Including Area Code),
Form_130A,Q_2153,FQ_130A_2153,quest_version_2,130A - Phone Number (Including Area Code),
Form_130A,Q_2158,FQ_130A_2158,quest_version_2,130A - email address,
,,,,,
,,,,,
,,,,,
Form_130A,Q_2411,FQ_130A_2411,quest_version_2,130A - What is your USCIS ELIS Account Number?,
Form_130A,Q_2412,FQ_130A_2412,quest_version_2,130A - Alien Registration Number (A-Number),
,,,,,
,,,,,
,,,,,
Form_130A,Q_2608,FQ_130A_2608,quest_version_2,130A - What is your current employment status?,
Form_130A,Q_2609,FQ_130A_2609,quest_version_2,130A - What was the date you became unemployed?,
Form_130A,Q_2610,FQ_130A_2610,quest_version_2,130A - What was the last date of your unemployment?,
Form_130A,Q_2611,FQ_130A_2611,quest_version_2,130A - What was the date of your retirement?,
Form_130A,Q_2612,FQ_130A_2612,quest_version_2,130A - What was the last date of your retirement?,
Form_130A,Q_2614,FQ_130A_2614,quest_version_2,130A - What date did you begin working for this employer?,
Form_130A,Q_2616,FQ_130A_2616,quest_version_2,130A - When did this employment end for this employer?,
Form_130A,Q_2617,FQ_130A_2617,quest_version_2,130A - When did this employment end for this employer?,
Form_130A,Q_2618,FQ_130A_2618,quest_version_2,130A - In what country is this employer located?,
Form_130A,Q_2619,FQ_130A_2619,quest_version_2,130A - What is the full name of this employer?,
Form_130A,Q_2620,FQ_130A_2620,quest_version_2,130A - Street Number and Name,
Form_130A,Q_2621,FQ_130A_2621,quest_version_2,"130A - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_2622,FQ_130A_2622,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_2623,FQ_130A_2623,quest_version_2,130A - Apartment/Suite/Floor,
Form_130A,Q_2624,FQ_130A_2624,quest_version_2,130A - City/Town/Village,
Form_130A,Q_2625,FQ_130A_2625,quest_version_2,130A - State,
Form_130A,Q_2626,FQ_130A_2626,quest_version_2,130A - Province/Territory/State/Prefecture/Parish,
Form_130A,Q_2627,FQ_130A_2627,quest_version_2,130A - ZIP Code,
Form_130A,Q_2628,FQ_130A_2628,quest_version_2,130A - Postal Code,
Form_130A,Q_2629,FQ_130A_2629,quest_version_2,130A - What is your occupation at this employer?,
,,,,,
Form_130A,Q_2692,FQ_130A_2692,quest_version_2,130A - What was the full name of your last employer outside the United States? ,
Form_130A,Q_2693,FQ_130A_2693,quest_version_2,130A - Street Number and Name,
Form_130A,Q_2694,FQ_130A_2694,quest_version_2,"130A - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_2695,FQ_130A_2695,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_2696,FQ_130A_2696,quest_version_2,130A - Apartment/Suite/Floor Help,
Form_130A,Q_2697,FQ_130A_2697,quest_version_2,130A - City/Town/Village,
Form_130A,Q_2698,FQ_130A_2698,quest_version_2,130A - Province/Territory/Prefecture/Parish,
Form_130A,Q_2699,FQ_130A_2699,quest_version_2,130A - Postal Code,
Form_130A,Q_2700,FQ_130A_2700,quest_version_2,130A - Country,
Form_130A,Q_2701,FQ_130A_2701,quest_version_2,130A - Occupation,
Form_130A,Q_2702,FQ_130A_2702,quest_version_2,130A - What date did you begin working for this employer?,
Form_130A,Q_2703,FQ_130A_2703,quest_version_2,130A - Are you currently working for this same employer?,
Form_130A,Q_2704,FQ_130A_2704,quest_version_2,130A - What date did you stop working for this employer?,
Form_130A,Q_2705,FQ_130A_2705,quest_version_2,130A - What date did you stop working for this employer?,
,,,,,
,,,,,
,,,,,
Form_130A,Q_2883,FQ_130A_2883,quest_version_2,130A - Given Name (First name),
Form_130A,Q_2884,FQ_130A_2884,quest_version_2,130A - Middle Name (Do Not Abbreviate),
Form_130A,Q_2885,FQ_130A_2885,quest_version_2,130A - Family Name/Last Name/Surname,
Form_130A,Q_2889,FQ_130A_2889,quest_version_2,130A - Gender,
Form_130A,Q_2890,FQ_130A_2890,quest_version_2,130A - Country of Birth,
Form_130A,Q_2891,FQ_130A_2891,quest_version_2,130A - City/Town/Village of Birth,
Form_130A,Q_2892,FQ_130A_2892,quest_version_2,130A - Date of Birth,
Form_130A,Q_2893,FQ_130A_2893,quest_version_2,130A - Current City/Town/Village of Residence,
Form_130A,Q_2894,FQ_130A_2894,quest_version_2,130A - Current Country of Residence,
,,,,,
Form_130A,Q_2901,FQ_130A_2901,quest_version_2,130A - Given Name (First name),
Form_130A,Q_2902,FQ_130A_2902,quest_version_2,130A - Middle Name (Do Not Abbreviate),
Form_130A,Q_2903,FQ_130A_2903,quest_version_2,130A - Family Name/Last Name/Surname,
Form_130A,Q_2907,FQ_130A_2907,quest_version_2,130A - Gender,
Form_130A,Q_2908,FQ_130A_2908,quest_version_2,130A - Country of Birth,
Form_130A,Q_2909,FQ_130A_2909,quest_version_2,130A - City/Town/Village of Birth,
Form_130A,Q_2910,FQ_130A_2910,quest_version_2,130A - Date of Birth,
Form_130A,Q_2911,FQ_130A_2911,quest_version_2,130A - Current City/Town/Village of Residence,
Form_130A,Q_2912,FQ_130A_2912,quest_version_2,130A - Current Country of Residence,
,,,,,
,,,,,
,,,,,
Form_130A,Q_3951,FQ_130A_3951,quest_version_2,130A - Daytime Phone Number,
Form_130A,Q_3954,FQ_130A_3954,quest_version_2,130A - Mobile Phone Number,
Form_130A,Q_3956,FQ_130A_3956,quest_version_2,130A - USCIS Online Account Number,
Form_130A,Q_3957,FQ_130A_3957,quest_version_2,130A - Attorney State Bar Number,
Form_130A,Q_3958,FQ_130A_3958,quest_version_2,130A - Preparer's Family Name (Last name),
Form_130A,Q_3959,FQ_130A_3959,quest_version_2,130A - Preparer's Given Name (First name),
Form_130A,Q_3960,FQ_130A_3960,quest_version_2,130A - Preparer's Business or Organization Name,
Form_130A,Q_3961,FQ_130A_3961,quest_version_2,130A - Preparer's E-mail Address (if any),
Form_130A,Q_3962,FQ_130A_3962,quest_version_2,130A - Country,
Form_130A,Q_3963,FQ_130A_3963,quest_version_2,130A - Street Number and Name,
Form_130A,Q_3964,FQ_130A_3964,quest_version_2,"130A - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_130A,Q_3965,FQ_130A_3965,quest_version_2,130A - What is the secondary address description?,
Form_130A,Q_3966,FQ_130A_3966,quest_version_2,130A - Apartment/Suite/Floor Help,
Form_130A,Q_3967,FQ_130A_3967,quest_version_2,130A - City/Town/Village,
Form_130A,Q_3968,FQ_130A_3968,quest_version_2,130A - State,
Form_130A,Q_3969,FQ_130A_3969,quest_version_2,130A - Province/Territory/Prefecture/Parish,
Form_130A,Q_3970,FQ_130A_3970,quest_version_2,130A - Zip Code,
Form_130A,Q_3971,FQ_130A_3971,quest_version_2,130A - Postal Code,
,,,,,
,,,,,
,,,,,
Form_134,Q_2,FQ_134_2,quest_version_2,134 - Given Name (First name),
Form_134,Q_3,FQ_134_3,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_4,FQ_134_4,quest_version_2,134 - Family Name/Last Name/Surname,
Form_134,Q_5,FQ_134_5,quest_version_2,134 - What was this person's relationship to you?,
Form_134,Q_6,FQ_134_6,quest_version_2,134 - What was this person's date of birth?,
Form_134,Q_9,FQ_134_9,quest_version_2,134 - Date of Filing,
,,,,,
Form_134,Q_21,FQ_134_21,quest_version_2,134 - Given Name (First name),
Form_134,Q_22,FQ_134_22,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_23,FQ_134_23,quest_version_2,134 - Family Name/Last Name/Surname,
Form_134,Q_24,FQ_134_24,quest_version_2,134 - Date of Filing,
,,,,,
Form_134,Q_27,FQ_134_27,quest_version_2,134 - How is the Principal Beneficiary related to you?,
,,,,,
,,,,,
,,,,,
Form_134,Q_32,FQ_134_32,quest_version_2,134 - Given Name (First name),
Form_134,Q_33,FQ_134_33,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_34,FQ_134_34,quest_version_2,134 - Family Name/Last Name/Surname,
,,,,,
Form_134,Q_37,FQ_134_37,quest_version_2,"134 - List any other Given Name used (e.g. Rich, Rick, Dick):",
Form_134,Q_39,FQ_134_39,quest_version_2,134 - List any other Middle Name used:,
Form_134,Q_41,FQ_134_41,quest_version_2,"134 - List any other Family Name/Last Name/Surname used (e.g. Smith II, Smith Jr.):",
,,,,,
,,,,,
,,,,,
Form_134,Q_42,FQ_134_42,quest_version_2,134 - In what country is your current physical address?,
Form_134,Q_43,FQ_134_43,quest_version_2,134 - Street Number and Name,
Form_134,Q_44,FQ_134_44,quest_version_2,"134 - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_134,Q_45,FQ_134_45,quest_version_2,134 - What is the secondary address description?,
Form_134,Q_46,FQ_134_46,quest_version_2,134 - Apartment/Suite/Floor Help,
Form_134,Q_47,FQ_134_47,quest_version_2,134 - City/Town/Village,
Form_134,Q_48,FQ_134_48,quest_version_2,134 - State,
Form_134,Q_49,FQ_134_49,quest_version_2,134 - Province/Territory/Prefecture/Parish,
Form_134,Q_50,FQ_134_50,quest_version_2,134 - ZIP Code,
Form_134,Q_51,FQ_134_51,quest_version_2,134 - Postal Code,
,,,,,
Form_134,Q_68,FQ_134_68,quest_version_2,134 - In Care of Name,
Form_134,Q_69,FQ_134_69,quest_version_2,134 - Is your current mailing address the same as your current physical address?,
Form_134,Q_70,FQ_134_70,quest_version_2,134 - In what country is this current mailing address?,
Form_134,Q_71,FQ_134_71,quest_version_2,134 - Street Number and Name,
Form_134,Q_72,FQ_134_72,quest_version_2,"134 - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_134,Q_73,FQ_134_73,quest_version_2,134 - What is the secondary address description?,
Form_134,Q_74,FQ_134_74,quest_version_2,134 - Apartment/Suite/Floor Help,
Form_134,Q_75,FQ_134_75,quest_version_2,134 - City/Town/Village,
Form_134,Q_76,FQ_134_76,quest_version_2,134 - State,
Form_134,Q_77,FQ_134_77,quest_version_2,134 - Province/Territory/Prefecture/Parish,
Form_134,Q_78,FQ_134_78,quest_version_2,134 - ZIP Code,
Form_134,Q_79,FQ_134_79,quest_version_2,134 - Postal Code,
,,,,,
,,,,,
,,,,,
Form_134,Q_81,FQ_134_81,quest_version_2,134 - Phone Number (Including Area Code),
Form_134,Q_83,FQ_134_83,quest_version_2,134 - Phone Number (Including Area Code),
Form_134,Q_86,FQ_134_86,quest_version_2,134 - email address,
,,,,,
,,,,,
,,,,,
Form_134,Q_87,FQ_134_87,quest_version_2,134 - Gender,
Form_134,Q_88,FQ_134_88,quest_version_2,134 - Date of Birth,
Form_134,Q_89,FQ_134_89,quest_version_2,134 - Country of Birth,
Form_134,Q_90,FQ_134_90,quest_version_2,134 - City/Town/Village,
,,,,,
,,,,,
,,,,,
Form_134,Q_109,FQ_134_109,quest_version_2,134 - What is your Legal Status in the United States?,
,,,,,
Form_134,Q_112,FQ_134_112,quest_version_2,134 - Alien Registration Number (A-Number),
Form_134,Q_113,FQ_134_113,quest_version_2,134 - Social Security Number (If any),
,,,,,
Form_134,Q_115,FQ_134_115,quest_version_2,134 - What is your USCIS ELIS Account Number?,
,,,,,
Form_134,Q_120,FQ_134_120,quest_version_2,134 - How was your citizenship acquired?,
Form_134,Q_6032,FQ_134_6032,quest_version_2,134 - Explain how you acquired your citizenship:,
Form_134,Q_122,FQ_134_122,quest_version_2,134 - What is the Certificate of Naturalization/Citizenship Certificate Number?,
,,,,,
,,,,,
,,,,,
Form_134,Q_132,FQ_134_132,quest_version_2,134 - What is your current individual annual income? Help,
,,,,,
,,,,,
,,,,,
Form_134,Q_902,FQ_134_902,quest_version_2,134 - Name of U.S. Financial Institution,
Form_134,Q_903,FQ_134_903,quest_version_2,134 - Account Type,
Form_134,Q_905,FQ_134_905,quest_version_2,134 - Date Opened,
Form_134,Q_906,FQ_134_906,quest_version_2,134 - Total Deposited (past 12 mo.),
Form_134,Q_907,FQ_134_907,quest_version_2,134 - Current Balance,
,,,,,
Form_134,Q_910,FQ_134_910,quest_version_2,134 - Description of Item,
Form_134,Q_912,FQ_134_912,quest_version_2,134 - Market Value,
,,,,,
Form_134,Q_915,FQ_134_915,quest_version_2,134 - Street Number and Name,
Form_134,Q_916,FQ_134_916,quest_version_2,"134 - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_134,Q_917,FQ_134_917,quest_version_2,134 - What is the secondary address description?,
Form_134,Q_918,FQ_134_918,quest_version_2,134 - Apartment/Suite/Floor Help,
Form_134,Q_919,FQ_134_919,quest_version_2,134 - City/Town/Village,
Form_134,Q_921,FQ_134_921,quest_version_2,134 - State,
Form_134,Q_923,FQ_134_923,quest_version_2,134 - ZIP Code,
Form_134,Q_926,FQ_134_926,quest_version_2,134 - Mortgage Balance(s),
Form_134,Q_927,FQ_134_927,quest_version_2,134 - Market Value,
,,,,,
Form_134,Q_930,FQ_134_930,quest_version_2,134 - What is the total sum of your life insurance? ,
Form_134,Q_931,FQ_134_931,quest_version_2,134 - What is the cash surrender value of all your policies?,
,,,,,
Form_134,Q_934,FQ_134_934,quest_version_2,134 - Name of U.S. Financial Institution,
Form_134,Q_935,FQ_134_935,quest_version_2,134 - Date Acquired,
Form_134,Q_936,FQ_134_936,quest_version_2,134 - Name of Record Owner,
Form_134,Q_937,FQ_134_937,quest_version_2,134 - Type of Account,
Form_134,Q_938,FQ_134_938,quest_version_2,134 - Denomination,
Form_134,Q_939,FQ_134_939,quest_version_2,134 - Serial Number(s),
Form_134,Q_940,FQ_134_940,quest_version_2,134 - Current Value,
,,,,,
,,,,,
,,,,,
Form_134,Q_1008,FQ_134_1008,quest_version_2,134 - What is your current employment status?,
Form_134,Q_1013,FQ_134_1013,quest_version_2,134 - Are you self-employed?,
Form_134,Q_1018,FQ_134_1018,quest_version_2,134 - In what country is this employer located?,
Form_134,Q_1019,FQ_134_1019,quest_version_2,134 - What is the full name of this employer?,
Form_134,Q_1020,FQ_134_1020,quest_version_2,134 - Street Number and Name,
Form_134,Q_1021,FQ_134_1021,quest_version_2,"134 - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_134,Q_1022,FQ_134_1022,quest_version_2,134 - What is the secondary address description?,
Form_134,Q_1023,FQ_134_1023,quest_version_2,134 - Apartment/Suite/Floor,
Form_134,Q_1024,FQ_134_1024,quest_version_2,134 - City/Town/Village,
Form_134,Q_1025,FQ_134_1025,quest_version_2,134 - State,
Form_134,Q_1026,FQ_134_1026,quest_version_2,134 - Province/Territory/State/Prefecture/Parish,
Form_134,Q_1027,FQ_134_1027,quest_version_2,134 - ZIP Code,
Form_134,Q_1028,FQ_134_1028,quest_version_2,134 - Postal Code,
Form_134,Q_1029,FQ_134_1029,quest_version_2,134 - What is your occupation at this employer?,
,,,,,
,,,,,
,,,,,
Form_134,Q_1270,FQ_134_1270,quest_version_2,134 - Given Name (First name),
Form_134,Q_1271,FQ_134_1271,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_1272,FQ_134_1272,quest_version_2,134 - Family Name/Last Name/Surname,
Form_134,Q_1276,FQ_134_1276,quest_version_2,134 - Date of Birth,
Form_134,Q_1287,FQ_134_1287,quest_version_2,134 - What is this dependent's relationship to you?,
Form_134,Q_1288,FQ_134_1288,quest_version_2,134 - Degree of Dependency,
,,,,,
,,,,,
,,,,,
Form_134,Q_1291,FQ_134_1291,quest_version_2,134 - Degree of Dependency,
Form_134,Q_1292,FQ_134_1292,quest_version_2,134 - Given Name (First name),
Form_134,Q_1293,FQ_134_1293,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_1294,FQ_134_1294,quest_version_2,134 - Family Name/Last Name/Surname,
Form_134,Q_1295,FQ_134_1295,quest_version_2,134 - What is this dependent's relationship to you?,
Form_134,Q_1299,FQ_134_1299,quest_version_2,134 - Date of Birth,
,,,,,
,,,,,
,,,,,
Form_134,Q_1402,FQ_134_1402,quest_version_2,134 - Do you intend to make specific contributions to support of the beneficiary and their dervatives?  ,
Form_134,Q_1405,FQ_134_1405,quest_version_2,134 - Describe the contribution,
Form_134,Q_1406,FQ_134_1406,quest_version_2,"134 - If money, what is the U.S. dollar amount that you intend to give this person?",
Form_134,Q_1407,FQ_134_1407,quest_version_2,134 - How frequently do you intend to make this contribution?,
Form_134,Q_1408,FQ_134_1408,quest_version_2,"134 - For how many [weeks, months, years] do you intend to continue making this contribution?",
,,,,,
,,,,,
,,,,,
Form_134,Q_1901,FQ_134_1901,quest_version_2,134 - Given Name (First name),
Form_134,Q_1902,FQ_134_1902,quest_version_2,134 - Middle Name (Do Not Abbreviate),
Form_134,Q_1903,FQ_134_1903,quest_version_2,134 - Family Name/Last Name/Surname,
,,,,,
,,,,,
,,,,,
Form_134,Q_2002,FQ_134_2002,quest_version_2,134 - In what country is your current physical address?,
Form_134,Q_2003,FQ_134_2003,quest_version_2,134 - Street Number and Name,
Form_134,Q_2004,FQ_134_2004,quest_version_2,"134 - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_134,Q_2005,FQ_134_2005,quest_version_2,134 - What is the secondary address description?,
Form_134,Q_2006,FQ_134_2006,quest_version_2,134 - Apartment/Suite/Floor Help,
Form_134,Q_2007,FQ_134_2007,quest_version_2,134 - City/Town/Village,
Form_134,Q_2008,FQ_134_2008,quest_version_2,134 - State,
Form_134,Q_2009,FQ_134_2009,quest_version_2,134 - Province/Territory/Prefecture/Parish,
Form_134,Q_2010,FQ_134_2010,quest_version_2,134 - ZIP Code,
Form_134,Q_2011,FQ_134_2011,quest_version_2,134 - Postal Code,
