FormNodeId,QuestionNodeId,EasyVisaId,QuestVersion,FieldExpression,FieldType,FormFieldCount,ContinuationSheetRule,OwnFormRule,ContinuationSheetNodeId,RuleClassName,RuleParam
Form_129F,Q_2619,PF_129F_2619_0,quest_version_1,"form1[0].#subform[4].Pt2Line16_NameofEmployer[0],form1[0].#subform[5].Pt2Line20_NameofEmployer[0],NameOfEmployer2,NameOfEmployer3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2620,PF_129F_2620_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_StreetNumberName[0],form1[0].#subform[5].Pt2Line21_StreetNumberName[0],StreetNumberAndName2,StreetNumberAndName3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2621,PF_129F_2621_0,quest_version_1,"auto,auto,auto,auto",repeat,2,,,CS_129F_employmentStatusForBeneficiary,WordPrintRule,"None;form1[0].#subform[4].Pt2Line17_AptSteFlrNumber[0],form1[0].#subform[5].Pt2Line21_AptSteFlrNumber[0],SecondaryAddress2,SecondaryAddress3;;no"
Form_129F,Q_2622,PF_129F_2622_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_Unit[1],form1[0].#subform[5].Pt2Line21_Unit[1],Apt2,Apt3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2622,PF_129F_2622_1,quest_version_1,"form1[0].#subform[4].Pt2Line17_Unit[2],form1[0].#subform[5].Pt2Line21_Unit[2],Ste2,Ste3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2622,PF_129F_2622_2,quest_version_1,"form1[0].#subform[4].Pt2Line17_Unit[0],form1[0].#subform[5].Pt2Line21_Unit[0],Flr2,Flr3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2623,PF_129F_2623_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_AptSteFlrNumber[0],form1[0].#subform[5].Pt2Line21_AptSteFlrNumber[0],SecondaryAddress2,SecondaryAddress3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2624,PF_129F_2624_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_CityOrTown[0],form1[0].#subform[5].Pt2Line21_CityOrTown[0],CityTownVillage2,CityTownVillage3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
Form_129F,Q_2625,PF_129F_2625_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_State[0],form1[0].#subform[5].Pt2Line21_State[0],StateProvinceTerritory2,StateProvinceTerritory3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,StateCodePrintRule|WordPrintRule,"|N/A;form1[0].#subform[4].Pt2Line17_Province[0],form1[0].#subform[5].Pt2Line21_Province[0];2"
Form_129F,Q_2626,PF_129F_2626_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_Province[0],form1[0].#subform[5].Pt2Line21_Province[0],StateProvinceTerritory2,StateProvinceTerritory3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[4].Pt2Line17_State[0],form1[0].#subform[5].Pt2Line21_State[0];2"
Form_129F,Q_2627,PF_129F_2627_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_ZipCode[0],form1[0].#subform[5].Pt2Line21_ZipCode[0],ZIPPostalCode2,ZIPPostalCode3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[4].Pt2Line17_PostalCode[0],form1[0].#subform[5].Pt2Line21_PostalCode[0];2"
Form_129F,Q_2628,PF_129F_2628_0,quest_version_1,"form1[0].#subform[4].Pt2Line17_PostalCode[0],form1[0].#subform[5].Pt2Line21_PostalCode[0],ZIPPostalCode2,ZIPPostalCode3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[4].Pt2Line17_ZipCode[0],form1[0].#subform[5].Pt2Line21_ZipCode[0];2"
Form_129F,Q_2629,PF_129F_2629_0,quest_version_1,"form1[0].#subform[4].Pt2Line18_Occupation[0],form1[0].#subform[5].Pt2Line22_Occupation[0],Occupation2,Occupation3",repeat,2,,,CS_129F_employmentStatusForBeneficiary,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_129F,Q_2741,PF_129F_2741_0,quest_version_1,form1[0].#subform[6].Pt2Line39_Checkboxes[0],simple,,,,,,
Form_129F,Q_2741,PF_129F_2741_1,quest_version_1,form1[0].#subform[6].Pt2Line39_Checkboxes[1],simple,,,,,,
Form_129F,Q_2743,PF_129F_2743_0,quest_version_1,"form1[0].#subform[6].Pt2Line40b_GivenName[0],FirstName1,FirstName2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_129F,Q_2746,PF_129F_2746_0,quest_version_1,"form1[0].#subform[6].Pt2Line40c_MiddleName[0],MiddleName1,MiddleName2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2749,PF_129F_2749_0,quest_version_1,"form1[0].#subform[6].Pt2Line40a_FamilyName[0],LastName1,LastName2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,SeeContinuationEndPrintRule,"form1[0].#subform[12].Line1_AdditionalInfo[0],form1[0].#subform[12].Pt1Line6a_FamilyName[1],form1[0].#subform[12].Pt1Line6b_GivenName[1],form1[0].#subform[12].Pt1Line6c_MiddleName[1],form1[0].#subform[12].Pt1Line1_AlienNumber[1]"
Form_129F,Q_2753,PF_129F_2753_0,quest_version_1,"form1[0].#subform[6].Pt2Line41_CountryOfBirth[0],CountryOfBirth1,CountryOfBirth2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2754,PF_129F_2754_0,quest_version_1,"form1[0].#subform[6].Pt2Line42_DateofBirth[0],DateOfBirth1,DateOfBirth2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2762,PF_129F_2762_0,quest_version_1,form1[0].#subform[6].Pt2Line43_Checkboxes[0],repeat,1,,,,,
Form_129F,Q_2762,PF_129F_2762_1,quest_version_1,form1[0].#subform[6].Pt2Line43_Checkboxes[1],repeat,1,,,,,
Form_129F,Q_2764,PF_129F_2764_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_Country[0],Country1,Country2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_129F,Q_2765,PF_129F_2765_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_StreetNumberName[0],StreetNumberAndName1,StreetNumberAndName2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2767,PF_129F_2767_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_Unit[2],Apt1,Apt2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2767,PF_129F_2767_1,quest_version_1,"form1[0].#subform[6].Pt2Line44_Unit[0],Ste1,Ste2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2767,PF_129F_2767_2,quest_version_1,"form1[0].#subform[6].Pt2Line44_Unit[1],Flr1,Flr2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2768,PF_129F_2768_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_AptSteFlrNumber[0],SecondaryAddress1,SecondaryAddress2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2769,PF_129F_2769_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_CityOrTown[0],CityTownVillage1,CityTownVillage2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,,
Form_129F,Q_2770,PF_129F_2770_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_State[0],State1,State2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,StateCodePrintRule|WordPrintRule,"|N/A;form1[0].#subform[6].Pt2Line44_Province[0],ProvinceTerritory1,ProvinceTerritory2"
Form_129F,Q_2771,PF_129F_2771_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_Province[0],ProvinceTerritory1,ProvinceTerritory2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[6].Pt2Line44_State[0],State1,State2"
Form_129F,Q_2772,PF_129F_2772_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_ZipCode[0],ZIP1,ZIP2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[6].Pt2Line44_PostalCode[0],PostalCode1,PostalCode2"
Form_129F,Q_2773,PF_129F_2773_0,quest_version_1,"form1[0].#subform[6].Pt2Line44_PostalCode[0],PostalCode1,PostalCode2",repeat,1,,,CS_129F_childrenInformationForBeneficiary,WordPrintRule,"N/A;form1[0].#subform[6].Pt2Line44_ZipCode[0],ZIP1,ZIP2"
,,,,,,,,,,,
Form_129F,Q_2778,PF_129F_2778_0,quest_version_1,form1[0].#subform[5].Pt2Line34_Checkboxes[0],simple,,,,,,
Form_129F,Q_2778,PF_129F_2778_1,quest_version_1,form1[0].#subform[5].Pt2Line34_Checkboxes[1],simple,,,,,,
Form_129F,Q_2781,PF_129F_2781_0,quest_version_1,form1[0].#subform[3].Pt2Line6_Checkboxes[2],simple,,,,,,
Form_129F,Q_2781,PF_129F_2781_1,quest_version_1,form1[0].#subform[3].Pt2Line6_Checkboxes[3],simple,,,,,,
Form_129F,Q_2781,PF_129F_2781_2,quest_version_1,form1[0].#subform[3].Pt2Line6_Checkboxes[1],simple,,,,,,
Form_129F,Q_2781,PF_129F_2781_3,quest_version_1,form1[0].#subform[3].Pt2Line6_Checkboxes[0],simple,,,,,,
Form_129F,Q_2781,PF_129F_2781_4,quest_version_1,form1[0].#subform[3].Pt2Line6_Checkboxes[2],simple,,,,,BenefitCategoryPrintRule,K1K3
,,,,,,,,,,,
Form_129F,Q_2840,PF_129F_2840_0,quest_version_1,"form1[0].#subform[5].Pt2Line35b_GivenName[0],FirstName1,FirstName2,FirstName3,FirstName4,FirstName5,FirstName6",repeat,1,,,CS_129F_priorSpousesForBeneficiary,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_129F,Q_2841,PF_129F_2841_0,quest_version_1,"form1[0].#subform[5].Pt2Line35c_MiddleName[0],MiddleName1,MiddleName2,MiddleName3,MiddleName4,MiddleName5,MiddleName6",repeat,1,,,CS_129F_priorSpousesForBeneficiary,,
Form_129F,Q_2842,PF_129F_2842_0,quest_version_1,"form1[0].#subform[5].Pt2Line35a_FamilyName[0],LastName1,LastName2,LastName3,LastName4,LastName5,LastName6",repeat,1,,,CS_129F_priorSpousesForBeneficiary,SeeContinuationEndPrintRule,"form1[0].#subform[12].Line1_AdditionalInfo[0],form1[0].#subform[12].Pt1Line6a_FamilyName[1],form1[0].#subform[12].Pt1Line6b_GivenName[1],form1[0].#subform[12].Pt1Line6c_MiddleName[1],form1[0].#subform[12].Pt1Line1_AlienNumber[1]"
Form_129F,Q_2851,PF_129F_2851_0,quest_version_1,"form1[0].#subform[5].Pt2Line36_DateMarriageEnded[0],MarriageEndDate1,MarriageEndDate2,MarriageEndDate3,MarriageEndDate4,MarriageEndDate5,MarriageEndDate6",repeat,1,,,CS_129F_priorSpousesForBeneficiary,,
,,,,,,,,,,,
Form_129F,Q_2883,PF_129F_2883_0,quest_version_1,form1[0].#subform[5].Pt2Line24b_GivenName[0],simple,,,,,,
Form_129F,Q_2884,PF_129F_2884_0,quest_version_1,form1[0].#subform[5].Pt2Line24c_MiddleName[0],simple,,,,,,
Form_129F,Q_2885,PF_129F_2885_0,quest_version_1,form1[0].#subform[5].Pt2Line24a_FamilyName[0],simple,,,,,,
Form_129F,Q_2889,PF_129F_2889_0,quest_version_1,form1[0].#subform[5].Pt2Line26_Checkbox[0],simple,,,,,,
Form_129F,Q_2889,PF_129F_2889_1,quest_version_1,form1[0].#subform[5].Pt2Line26_Checkbox[1],simple,,,,,,
Form_129F,Q_2890,PF_129F_2890_0,quest_version_1,form1[0].#subform[5].Pt2Line27_CountryOfCitzOrNationality[0],simple,,,,,,
Form_129F,Q_2892,PF_129F_2892_0,quest_version_1,form1[0].#subform[5].Pt1Line11_DateofBirth[0],simple,,,,,,
Form_129F,Q_2893,PF_129F_2893_0,quest_version_1,form1[0].#subform[5].Pt2Line28a_CityTownOfBirth[0],simple,,,,,,
Form_129F,Q_2894,PF_129F_2894_0,quest_version_1,form1[0].#subform[5].Pt2Line28b_CountryOfCitzOrNationality[0],simple,,,,,,
,,,,,,,,,,,
Form_129F,Q_2901,PF_129F_2901_0,quest_version_1,form1[0].#subform[5].Pt2Line29b_GivenName[0],simple,,,,,,
Form_129F,Q_2902,PF_129F_2902_0,quest_version_1,form1[0].#subform[5].Pt2Line29c_MiddleName[0],simple,,,,,,
Form_129F,Q_2903,PF_129F_2903_0,quest_version_1,form1[0].#subform[5].Pt2Line29a_FamilyName[0],simple,,,,,,
Form_129F,Q_2907,PF_129F_2907_0,quest_version_1,form1[0].#subform[5].Pt2Line31_Checkbox[0],simple,,,,,,
Form_129F,Q_2907,PF_129F_2907_1,quest_version_1,form1[0].#subform[5].Pt2Line31_Checkbox[1],simple,,,,,,
Form_129F,Q_2908,PF_129F_2908_0,quest_version_1,form1[0].#subform[5].Pt2Line32_CountryOfCitzOrNationality[0],simple,,,,,,
Form_129F,Q_2910,PF_129F_2910_0,quest_version_1,form1[0].#subform[5].Pt2Line30_DateofBirth[0],simple,,,,,,
Form_129F,Q_2911,PF_129F_2911_0,quest_version_1,form1[0].#subform[5].Pt2Line33a_CityTownOfBirth[0],simple,,,,,,
Form_129F,Q_2912,PF_129F_2912_0,quest_version_1,form1[0].#subform[5].Pt2Line33b_CountryOfCitzOrNationality[0],simple,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_129F,Q_2951,PF_129F_2951_0,quest_version_1,form1[0].#subform[5].Pt2Line38a_LastArrivedAs[0],simple,,,,,WordPrintRule|PdfPrintTextRule,PWI;;;without_inspection|legalStatusRadioButton
Form_129F,Q_2954,PF_129F_2954_0,quest_version_1,form1[0].#subform[5].Pt2Line38c_DateofArrival[0],simple,,,,,,
Form_129F,Q_2957,PF_129F_2957_0,quest_version_1,form1[0].#subform[6].Pt2Line38d_DateExpired[0],simple,,,,,,
Form_129F,Q_2958,PF_129F_2958_0,quest_version_1,form1[0].#subform[5].Pt2Line38b_ArrivalDeparture[0],simple,,,,,,
,,,,,,,,,,,
Form_129F,Q_2966,PF_129F_2966_0,quest_version_1,form1[0].#subform[6].Pt2Line38e_Passport[0],simple,,,,,,
Form_129F,Q_2967,PF_129F_2967_0,quest_version_1,form1[0].#subform[6].Pt2Line38f_TravelDoc[0],simple,,,,,,
Form_129F,Q_2968,PF_129F_2968_0,quest_version_1,form1[0].#subform[6].Pt2Line38h_ExpDate[0],simple,,,,,,
Form_129F,Q_2969,PF_129F_2969_0,quest_version_1,form1[0].#subform[6].Pt2Line38g_CountryOfIssuance[0],simple,,,,,,
,,,,,,,,,,,
Form_129F,Q_2993,PF_129F_2993_0,quest_version_1,form1[0].#subform[5].Pt2Line37_Checkboxes[0],simple,,,,,,
Form_129F,Q_2993,PF_129F_2993_1,quest_version_1,form1[0].#subform[5].Pt2Line37_Checkboxes[1],simple,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_129F,Q_3951,PF_129F_3951_0,quest_version_1,form1[0].#subform[10].Pt7Line4_DaytimePhoneNumber1[0],simple,,,,,,
Form_129F,Q_3954,PF_129F_3954_0,quest_version_1,form1[0].#subform[10].Pt7Line5_PreparerFaxNumber[0],simple,,,,,,
Form_129F,Q_3958,PF_129F_3958_0,quest_version_1,form1[0].#subform[10].Pt7Line1a_PreparerFamilyName[0],simple,,,,,,
Form_129F,Q_3959,PF_129F_3959_0,quest_version_1,form1[0].#subform[10].Pt7Line1b_PreparerGivenName[0],simple,,,,,,
Form_129F,Q_3960,PF_129F_3960_0,quest_version_1,form1[0].#subform[10].Pt7Line2_NameofBusinessorOrgName[0],simple,,,,,,
Form_129F,Q_3961,PF_129F_3961_0,quest_version_1,form1[0].#subform[10].Pt7Line6_Email[0],simple,,,,,,
Form_129F,Q_3962,PF_129F_3962_0,quest_version_1,form1[0].#subform[10].Pt7Line3_Country[0],simple,,,,,,
Form_129F,Q_3963,PF_129F_3963_0,quest_version_1,form1[0].#subform[10].Pt7Line3_StreetNumberName[0],simple,,,,,,
Form_129F,Q_3965,PF_129F_3965_0,quest_version_1,form1[0].#subform[10].Pt7Line3_Unit[2],simple,,,,,,
Form_129F,Q_3965,PF_129F_3965_1,quest_version_1,form1[0].#subform[10].Pt7Line3_Unit[0],simple,,,,,,
Form_129F,Q_3965,PF_129F_3965_2,quest_version_1,form1[0].#subform[10].Pt7Line3_Unit[1],simple,,,,,,
Form_129F,Q_3966,PF_129F_3966_0,quest_version_1,form1[0].#subform[10].Pt7Line3_AptSteFlrNumber[0],simple,,,,,,
Form_129F,Q_3967,PF_129F_3967_0,quest_version_1,form1[0].#subform[10].Pt7Line3_CityOrTown[0],simple,,,,,,
Form_129F,Q_3968,PF_129F_3968_0,quest_version_1,form1[0].#subform[10].Pt7Line3_State[0],simple,,,,,StateCodePrintRule,
Form_129F,Q_3969,PF_129F_3969_0,quest_version_1,form1[0].#subform[10].Pt7Line3_Province[0],simple,,,,,,
Form_129F,Q_3970,PF_129F_3970_0,quest_version_1,form1[0].#subform[10].Pt7Line3_ZipCode[0],simple,,,,,WordPrintRule,"N/A;form1[0].#subform[10].Pt7Line3_Province[0],form1[0].#subform[10].Pt7Line3_PostalCode[0]"
Form_129F,Q_3971,PF_129F_3971_0,quest_version_1,form1[0].#subform[10].Pt7Line3_PostalCode[0],simple,,,,,WordPrintRule,"N/A;form1[0].#subform[10].Pt7Line3_State[0],form1[0].#subform[10].Pt7Line3_ZipCode[0]"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_130,Q_1,PF_130_1_0,quest_version_1,form1[0].#subform[7].Part4Line1_Yes[0],simple,,,,,,
Form_130,Q_1,PF_130_1_1,quest_version_1,form1[0].#subform[7].Part4Line1_No[0],simple,,,,,,
Form_130,Q_2,PF_130_2_0,quest_version_1,"form1[0].#subform[7].Pt5Line2b_GivenName[0],FirstName2,FirstName3,FirstName4,FirstName5",repeat,1,,,CS_130_1,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_130,Q_3,PF_130_3_0,quest_version_1,"form1[0].#subform[7].Pt5Line2c_MiddleName[0],MiddleName2,MiddleName3,MiddleName4,MiddleName5",repeat,1,,,CS_130_1,,
Form_130,Q_4,PF_130_4_0,quest_version_1,"form1[0].#subform[7].Pt5Line2a_FamilyName[0],LastName2,LastName3,LastName4,LastName5",repeat,1,,,CS_130_1,SeeContinuationEndPrintRule,"form1[0].#subform[11].Pt9Line3d_AdditionalInfo[0],form1[0].#subform[11].Pt2Line4a_FamilyName[1],form1[0].#subform[11].Pt2Line4b_GivenName[1],form1[0].#subform[11].Pt2Line4c_MiddleName[1],form1[0].#subform[11].Pt2Line1_AlienNumber[1]"
Form_130,Q_7,PF_130_7_0,quest_version_1,"form1[0].#subform[7].Pt5Line3a_CityOrTown[0],CityOrTownOfFiling2,CityOrTownOfFiling3,CityOrTownOfFiling4,CityOrTownOfFiling5",repeat,1,,,CS_130_1,,
Form_130,Q_8,PF_130_8_0,quest_version_1,"form1[0].#subform[7].Pt5Line3b_State[0],StateOfFiling2,StateOfFiling3,StateOfFiling4,StateOfFiling5",repeat,1,,,CS_130_1,StateCodePrintRule,
Form_130,Q_9,PF_130_9_0,quest_version_1,"form1[0].#subform[7].Pt5Line4_DateFiled[0],DateOfFiling2,DateOfFiling3,DateOfFiling4,DateOfFiling5",repeat,1,,,CS_130_1,,
Form_130,Q_10,PF_130_10_0,quest_version_1,"form1[0].#subform[7].Pt5Line5_Result[0],Result2,Result3,Result4,Result5",repeat,1,,,CS_130_1,,
,,,,,,,,,,,
Form_130,Q_16,PF_130_16_0,quest_version_1,"form1[0].#subform[7].Pt4Line6b_GivenName[0],form1[0].#subform[8].Pt4Line8b_GivenName[0],FirstName1,FirstName2,FirstName3,FirstName4,FirstName5,FirstName6",repeat,2,,,CS_130_2,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_130,Q_17,PF_130_17_0,quest_version_1,"form1[0].#subform[7].Pt4Line6c_MiddleName[0],form1[0].#subform[8].Pt4Line8c_MiddleName[0],MiddleName1,MiddleName2,MiddleName3,MiddleName4,MiddleName5,MiddleName6",repeat,2,,,CS_130_2,,
Form_130,Q_18,PF_130_18_0,quest_version_1,"form1[0].#subform[7].Pt4Line6a_FamilyName[0],form1[0].#subform[8].Pt4Line8a_FamilyName[0],LastName1,LastName2,LastName3,LastName4,LastName5,LastName6",repeat,2,,,CS_130_2,SeeContinuationEndPrintRule,"form1[0].#subform[11].Pt9Line3d_AdditionalInfo[0],form1[0].#subform[11].Pt2Line4a_FamilyName[1],form1[0].#subform[11].Pt2Line4b_GivenName[1],form1[0].#subform[11].Pt2Line4c_MiddleName[1],form1[0].#subform[11].Pt2Line1_AlienNumber[1]"
Form_130,Q_19,PF_130_19_0,quest_version_1,"form1[0].#subform[7].Pt4Line7_Relationship[0],form1[0].#subform[8].Pt4Line9_Relationship[0],Relationship1,Relationship2,Relationship3,Relationship4,Relationship5,Relationship6",repeat,2,,,CS_130_2,,
,,,,,,,,,,,
Form_130,Q_27,PF_130_27_0,quest_version_1,"form1[0].#subform[0].Pt1Line1_Spouse[0],form1[0].#subform[5].Pt4Line31_Relationship[0]",simple,,,,,PdfPrintTextRule,relationshipRadioButton
Form_130,Q_27,PF_130_27_1,quest_version_1,form1[0].#subform[0].Pt1Line1_Parent[0],simple,,,,,PdfPrintTextRule,relationshipRadioButton
Form_130,Q_27,PF_130_27_2,quest_version_1,form1[0].#subform[0].Pt1Line1_Siblings[0],simple,,,,,PdfPrintTextRule,relationshipRadioButton
Form_130,Q_27,PF_130_27_3,quest_version_1,form1[0].#subform[0].Pt1Line1_Child[0],simple,,,,,PdfPrintTextRule,relationshipRadioButton
Form_130,Q_28,PF_130_28_0,quest_version_1,form1[0].#subform[0].Pt1Line2_InWedlock[0],simple,,,,,,
Form_130,Q_28,PF_130_28_1,quest_version_1,form1[0].#subform[0].Pt1Line2_Stepchild[0],simple,,,,,,
Form_130,Q_28,PF_130_28_2,quest_version_1,form1[0].#subform[0].Pt1Line2_OutOfWedlock[0],simple,,,,,,
Form_130,Q_28,PF_130_28_3,quest_version_1,form1[0].#subform[0].Pt1Line2_AdoptedChild[0],simple,,,,,,
Form_130,Q_29,PF_130_29_0,quest_version_1,form1[0].#subform[0].Pt1Line3_Yes[0],simple,,,,,,
Form_130,Q_29,PF_130_29_1,quest_version_1,form1[0].#subform[0].Pt1Line3_No[0],simple,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_130,Q_32,PF_130_32_0,quest_version_1,form1[0].#subform[0].Pt2Line4b_GivenName[0],simple,,,,,DupePrintRule,Q_27;spouse;form1[0].#subform[5].Pt4Line30b_GivenName[0]
Form_130,Q_33,PF_130_33_0,quest_version_1,form1[0].#subform[0].Pt2Line4c_MiddleName[0],simple,,,,,DupePrintRule,Q_27;spouse;form1[0].#subform[5].Pt4Line30c_MiddleName[0]
Form_130,Q_34,PF_130_34_0,quest_version_1,form1[0].#subform[0].Pt2Line4a_FamilyName[0],simple,,,,,DupePrintRule,Q_27;spouse;form1[0].#subform[5].Pt4Line30a_FamilyName[0]
,,,,,,,,,,,
Form_130,Q_37,PF_130_37_0,quest_version_1,"form1[0].#subform[1].Pt2Line5b_GivenName[0],FirstName2,FirstName3,FirstName4,FirstName5,FirstName6,FirstName7",repeat,1,,,CS_130_6,ContinuationHeaderPrintRule,"LastName,FirstName,MiddleName,AlienNumber,Page,Part,Item"
Form_130,Q_39,PF_130_39_0,quest_version_1,"form1[0].#subform[1].Pt2Line5c_MiddleName[0],MiddleName2,MiddleName3,MiddleName4,MiddleName5,MiddleName6,MiddleName7",repeat,1,,,CS_130_6,,
Form_130,Q_41,PF_130_41_0,quest_version_1,"form1[0].#subform[1].Pt2Line5a_FamilyName[0],LastName2,LastName3,LastName4,LastName5,LastName6,LastName7",repeat,1,,,CS_130_6,SeeContinuationEndPrintRule,"form1[0].#subform[11].Pt9Line3d_AdditionalInfo[0],form1[0].#subform[11].Pt2Line4a_FamilyName[1],form1[0].#subform[11].Pt2Line4b_GivenName[1],form1[0].#subform[11].Pt2Line4c_MiddleName[1],form1[0].#subform[11].Pt2Line1_AlienNumber[1]"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Form_130,Q_42,PF_130_42_0,quest_version_1,form1[0].#subform[1].Pt2Line12_Country[0],simple,,,,,,
Form_130,Q_43,PF_130_43_0,quest_version_1,form1[0].#subform[1].Pt2Line12_StreetNumberName[0],simple,,,,,,
Form_130,Q_44,PF_130_44_0,quest_version_1,form1[0].#subform[1].Pt2Line12_AptSteFlrNumber[0],simple,,,,,WordPrintRule,None
Form_130,Q_45,PF_130_45_0,quest_version_1,form1[0].#subform[1].Pt2Line12_Unit[0],simple,,,,,,
Form_130,Q_45,PF_130_45_1,quest_version_1,form1[0].#subform[1].Pt2Line12_Unit[1],simple,,,,,,
Form_130,Q_45,PF_130_45_2,quest_version_1,form1[0].#subform[1].Pt2Line12_Unit[2],simple,,,,,,
Form_130,Q_46,PF_130_46_0,quest_version_1,form1[0].#subform[1].Pt2Line12_AptSteFlrNumber[0],simple,,,,,,
Form_130,Q_47,PF_130_47_0,quest_version_1,form1[0].#subform[1].Pt2Line12_CityOrTown[0],simple,,,,,,
Form_130,Q_48,PF_130_48_0,quest_version_1,form1[0].#subform[1].Pt2Line12_State[0],simple,,,,,StateCodePrintRule,
Form_130,Q_49,PF_130_49_0,quest_version_1,form1[0].#subform[1].Pt2Line12_Province[0],simple,,,,,,
Form_130,Q_50,PF_130_50_0,quest_version_1,form1[0].#subform[1].Pt2Line12_ZipCode[0],simple,,,,,WordPrintRule,"N/A;form1[0].#subform[1].Pt2Line12_Province[0],form1[0].#subform[1].Pt2Line12_PostalCode[0]"
Form_130,Q_51,PF_130_51_0,quest_version_1,form1[0].#subform[1].Pt2Line12_PostalCode[0],simple,,,,,WordPrintRule,"N/A;form1[0].#subform[1].Pt2Line12_State[0],form1[0].#subform[1].Pt2Line12_ZipCode[0]"
Form_130,Q_52,PF_130_52_0,quest_version_1,form1[0].#subform[1].Pt2Line13a_DateFrom[0],simple,,,,,WordPrintRule,TO PRESENT;form1[0].#subform[1].Pt2Line13b_DateTo[0]
,,,,,,,,,,,
Form_130,Q_54,PF_130_54_0,quest_version_1,"form1[0].#subform[1].Pt2Line14_Country[0],Country1,Country2,Country3,Country4",repeat,1,,,CS_130_previousPhysicalAddress,SeeContinuationEndPrintRule,"form1[0].#subform[11].Pt9Line3d_AdditionalInfo[0],form1[0].#subform[11].Pt2Line4a_FamilyName[1],form1[0].#subform[11].Pt2Line4b_GivenName[1],form1[0].#subform[11].Pt2Line4c_MiddleName[1],form1[0].#subform[11].Pt2Line1_AlienNumber[1]"
