SectionNodeId,SectionNodeName,SubSectionNodeId,SubSectionNodeName,EasyVisaId,QuestVersion,Name,DisplayText,DataType,InputType,InputSourceType,Actionable,Refresh,RuleClassName,RuleParam,VisibilityRuleClassName,VisibilityRuleParam,InputTypeSourceRule,InputTypeSourceRuleParam,DisplayTextRule,DisplayTextRuleParam,TooltipRule,AttributeRule,AttributeRuleParam,AnswerCompletionValidationRule,AnswerCompletionValidationRuleParam,AnswerVisibilityValidationRule,AnswerVisibilityValidationRuleParam,AnswerValidationRule,AnswerValidationRuleParam,ExcludeFromPercentageCalculation,PdfFieldRelationshipRule,PdfFieldRelationshipRuleParam,DisplayOrderChildren,DefaultValue,WrapperName,StyleClassName,Readonly,ErrorMessage,ContextualClue,Tooltip
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_120,quest_version_3,howCitizenshipAcquired,How was your citizenship acquired?,string,radio,citizenshipAcquiredRadioButton,TRUE,,,,,,CitizenshipAcquiredInputSourceRule,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If your were born outside of the United States, and one or more of your parents were American citizens at the time of your birth, then you should select the button that says 'Parents'."
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_6032,quest_version_3,explainAcquiredCitizenship,Explain how you acquired your citizenship:,string,textarea,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_121,quest_version_3,haveYouObtainedCitizenshipCertificateNo,Have you obtained a Naturalization/Citizenship Certificate Number?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_122,quest_version_3,citizenshipCertificateNo,What is the Certificate of Naturalization/Citizenship Certificate Number?,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_123,quest_version_3,whereCitizenshipIssued,Where was your Naturalization/Citizenship Issued?,string,ev-ngselect,stateListDropdown,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Q_124,quest_version_3,whatDateCitizenshipCertificateIssued,What date was your Certificate of Naturalization/Citizenship Issued?,date,ev-ngdatepicker,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Q_125,quest_version_3,dateOfAdmissionForLPR,"Date of Admission for (or adjustment to) LPR (Lawful Permanent Resident, also called Green Card Holder) in the United States",date,ev-ngdatepicker,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Q_126,quest_version_3,cityOfAdmissionForLPR,"Place (City) of Admission for (or adjustment to) LPR (Lawful Permanent Resident, also called Green Card Holder) in the United States",string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Scrape the drop down box in this site for state (or U.S. Territory) and then scrape all the ports within each states' listing and put these into an Excel spreadsheet, then import that into the database <br/> <br/>
<a href='http://www.cbp.gov/contact/ports' target='_blank'>http://www.cbp.gov/contact/ports</a>"
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Q_127,quest_version_3,placeOfAdmissionForLPR,"Place of Admission for (or adjustment to) LPR (Lawful Permanent Resident, also called Green Card Holder) in the United States",string,ev-ngselect,stateListDropdown,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Q_128,quest_version_3,classOfAdmission,Class (Category) of Admission,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,<img src='EV_IMG_PATH/greencard_category.jpg' width='340'/>
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Q_129,quest_version_3,howDidYouGainYourPermanentResidence,How did you gain your Permanent Residence?,string,radio,permanentResidenceRadioButton,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_131,quest_version_3,filedAFederalIncomeTaxReturnForThreeMostRecentTaxYears,Have you filed a Federal income tax return for each of the three most recent tax years?,string,radio,yesNoRadioButton,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_132,quest_version_3,currentIndividualAnnualIncome,What is your current individual annual income?,number,ev-currencyinput,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"You may include evidence supporting your claim about your expected income for the current year if you believe that submitting this evidence will help you establish ability to maintain sufficient income. You are not required to submit this evidence, however, unless specifically instructed to do so by a U.S. Government official. For example, you may include a recent letter from your employer, showing your employer$sq$s address and telephone number, and indicating your annual salary. You may also provide pay stubs showing your income for the previous six months. If your claimed income includes alimony, child support, dividend or interest income, or income from any other source, you may also include evidence of that income."
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_133,quest_version_3,mostRecentYearYouFiledFederalIncomeTaxes,Select the most recent year that you filed federal income taxes,string,ev-ngselect,,FALSE,,,,,,YearListDropdownGenerator,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This number is your adjusted gross income as reported to the IRS for most recent tax year.<br/><br/>If you are submitting this form near the end of the calendar year, be aware that if the USCIS receives your package in the next calendar year, then this might shift the 3 most recent tax years to one year later.<br/><br/><b>For example:</b><br/>If you answered this question, signed the form (that will print out when you finish this questionnaire), and mailed your package late in the calendar year during 2016, then you would have included your tax information for years 2015, 2014, & 2013. <b>BUT</b>...if the USCIS didn't receive your package until sometime in January 2017, then your 3 most recent tax years might be considered to mean 2016, 2015, & 2014. "
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_134,quest_version_3,totalAnnualIncomeForMostRecentTaxYear,What is your total annual income for the most recent tax year?,number,ev-currencyinput,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_135,quest_version_3,mostRecentTaxYearExemptedFromFilingAFederalIncomeBelowIRSRequiredLevel,"For this most recent tax year, were you exempted from filing a Federal income tax return because your income was below the IRS required level?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you were required to file a Federal income tax return during any of the previous three tax years but did not do so, you must file all late returns with the IRS and attach an IRS-generated tax return transcript documenting your late filing before submitting Form I-864.<br/><br/>If you were not required to file a Federal income tax return (for this most recent tax year) under U.S. tax law because your income was too low, attach a typed or printed explanation. If you were not required to file a Federal income tax return (for this most recent tax year) under U.S. tax law for any other reason, attach a typed or printed explanation including evidence of the exemption and how you are subject to it. Upload evidence into Document Portal panel named: 'Federal Income Tax Return Evidence'.<br/><br/>Residence outside of the United States does not exempt U.S. citizens or lawful permanent residents from filing a U.S. Federal income tax return. See Filing Requirements in the IRS Form 1040 Filing Instructions to determine whether you were required to file."
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_136,quest_version_3,fileAFederalIncomeTaxReturnForMostRecentTaxYear,Please explain why you were not required to file a Federal Income Tax return for this most recent tax year:,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_137,quest_version_3,secondMostRecentYearYouFiledFederalIncomeTaxes,Select the second most recent year that you filed federal income taxes,string,ev-ngselect,,FALSE,,,,,,YearListDropdownGenerator,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This number is your adjusted gross income as reported to the IRS for most recent tax year.<br/><br/>If you are submitting this form near the end of the calendar year, be aware that if the USCIS receives your package in the next calendar year, then this might shift the 3 most recent tax years to one year later.<br/><br/><b>For example:</b><br/>If you answered this question, signed the form (that will print out when you finish this questionnaire), and mailed your package late in the calendar year during 2016, then you would have included your tax information for years 2015, 2014, & 2013. <b>BUT</b>...if the USCIS didn't receive your package until sometime in January 2017, then your 3 most recent tax years might be considered to mean 2016, 2015, & 2014. "
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_138,quest_version_3,totalAnnualIncomeForThe2ndMostRecentTaxYear,What is your total annual income for the 2nd most recent tax year?,number,ev-currencyinput,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This number is your adjusted gross income as reported to the IRS for the 2nd most recent tax year.<br/><br/>If you are submitting this form near the end of the calendar year, be aware that if the USCIS receives your package in the next calendar year, then this might shift the 3 most recent tax years to one year later.<br/><br/><b>For example:</b><br/>If you answered this question, signed the form (that will print out when you finish this questionnaire), and mailed your package late in the calendar year during 2016, then you would have included your tax information for years 2015, 2014, & 2013. <b>BUT</b>...if the USCIS didn't receive your package until sometime in January 2017, then your 3 most recent tax years might be considered to mean 2016, 2015, & 2014. "
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_139,quest_version_3,secondMostRecentTaxYearExemptedFromFilingAFederalIncomeBelowIRSRequiredLevel,"For this second most recent tax year, were you exempted from filing a Federal income tax return because your income was below the IRS required level?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you were required to file a Federal income tax return during any of the previous three tax years but did not do so, you must file all late returns with the IRS and attach an IRS-generated tax return transcript documenting your late filing before submitting Form I-864.<br/><br/>If you were not required to file a Federal income tax return (for this second most recent tax year) under U.S. tax law because your income was too low, attach a typed or printed explanation. If you were not required to file a Federal income tax return (for this second most recent tax year) under U.S. tax law for any other reason, attach a typed or printed explanation including evidence of the exemption and how you are subject to it. Upload evidence into Document Portal panel named: 'Federal Income Tax Return Evidence'.<br/><br/>Residence outside of the United States does not exempt U.S. citizens or lawful permanent residents from filing a U.S. Federal income tax return. See Filing Requirements in the IRS Form 1040 Filing Instructions to determine whether you were required to file."
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_140,quest_version_3,requiredToFileAFederalIncomeTaxReturnForTheSecondMostRecentTaxYear,Please explain why you were not required to file a Federal Income Tax return for the second most recent tax year:,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_141,quest_version_3,thirdMostRecentYearThatYouFiledFederalIncomeTaxes,Select the third most recent year that you filed federal income taxes,string,ev-ngselect,,FALSE,,,,,,YearListDropdownGenerator,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This number is your adjusted gross income as reported to the IRS for most recent tax year.<br/><br/>If you are submitting this form near the end of the calendar year, be aware that if the USCIS receives your package in the next calendar year, then this might shift the 3 most recent tax years to one year later.<br/><br/><b>For example:</b><br/>If you answered this question, signed the form (that will print out when you finish this questionnaire), and mailed your package late in the calendar year during 2016, then you would have included your tax information for years 2015, 2014, & 2013. <b>BUT</b>...if the USCIS didn't receive your package until sometime in January 2017, then your 3 most recent tax years might be considered to mean 2016, 2015, & 2014. "
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_142,quest_version_3,totalAnnualIncomeForThe3rdMostRecentTaxYear,What is your total annual income for the 3rd most recent tax year?,number,ev-currencyinput,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This number is your adjusted gross income as reported to the IRS for the 3rd most recent tax year.<br/><br/>If you are submitting this form near the end of the calendar year, be aware that if the USCIS receives your package in the next calendar year, then this might shift the 3 most recent tax years to one year later.<br/><br/><b>For example:</b><br/>If you answered this question, signed the form (that will print out when you finish this questionnaire), and mailed your package late in the calendar year during 2016, then you would have included your tax information for years 2015, 2014, & 2013. <b>BUT</b>...if the USCIS didn't receive your package until sometime in January 2017, then your 3 most recent tax years might be considered to mean 2016, 2015, & 2014. "
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_143,quest_version_3,thirdMostRecentTaxYearExemptedFromFilingAFederalIncomeBelowIRSRequiredLevel,"For this third most recent tax year, were you exempted from filing a Federal income tax return because your income was below the IRS required level?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you were required to file a Federal income tax return during any of the previous three tax years but did not do so, you must file all late returns with the IRS and attach an IRS-generated tax return transcript documenting your late filing before submitting Form I-864.<br/><br/>If you were not required to file a Federal income tax return (for this third most recent tax year) under U.S. tax law because your income was too low, attach a typed or printed explanation. If you were not required to file a Federal income tax return (for this third most recent tax year) under U.S. tax law for any other reason, attach a typed or printed explanation including evidence of the exemption and how you are subject to it. Upload evidence into Document Portal panel named: 'Federal Income Tax Return Evidence'.<br/><br/>Residence outside of the United States does not exempt U.S. citizens or lawful permanent residents from filing a U.S. Federal income tax return. See Filing Requirements in the IRS Form 1040 Filing Instructions to determine whether you were required to file."
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_144,quest_version_3,requiredToFileAFederalIncomeTaxReturnForTheThirdMostRecentTaxYear,Please explain why you were not required to file a Federal Income Tax return for the third most recent tax year:,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Q_145,quest_version_3,includePhotocopiesOrTranscriptsForYourSecondAndThirdMostRecentTaxYears,Would you like to include photocopies or transcripts of your Federal income tax returns for your second and third most recent tax years? This is optional and not required by the USCIS at this time.,string,radio,yesNoRadioButton,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Selecting 'Yes' to this question will NOT generate a new subpanel in the top panel (Documents Required Prior to Application Submission) of your Document Portal.<br/><br/>However, you can include these additional (optional) tax returns into the subpanel 'Employment and Annual Income Evidence'."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_assetsWarning,Assets Warning,Q_6105,quest_version_3,assetsWarningLabel,"<div class='asset-warning-container'>
  <p>Assets outside the United States can be used under the following conditions:</p>
  <div>
    <p>1) The assets must be convertible to cash within 12 months.</p>
    <p>2) The applicant must show that the assets can be removed from the country where they are located. Many countries have limits on cash or liquid assets that can removed from the country.</p>
    <p>3) The net value of assets must be at least five times the difference between the sponsor's income and 125 percent of the poverty guideline for the household size.</p>
  </div>
</div>",string,label,,,,,,,,,,,,,,,,,,,,,,,,,,asset-warning-info  ,asset-warning-info  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_901,quest_version_3,moneyInBanks,Do you have any money in banks or other financial institutions?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label bank-deposit-question,,,,"These bank deposits do NOT include personal property, stocks, bonds, life insurance, and real estate."
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_902,quest_version_3,bankDepositNameOfUSFinancialInstitution,Name of U.S. Financial Institution,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_903,quest_version_3,bankDepositAccountType,Account Type,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_904,quest_version_3,bankDepositAccountLocation,Account Location,string,ev-ngselect,bankDepositAccountLocationDropdown,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_905,quest_version_3,bankDepositDateOpened,Date Opened,date,ev-ngdatepicker,,,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_906,quest_version_3,bankDepositTotalDeposited,Total Deposited (past 12 mo.),number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Q_907,quest_version_3,bankDepositCurrentAccountBalance,Current Balance,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_personalProperty,Personal Property,Q_909,quest_version_3,otherPersonalProperty,Do you have any personal property?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This could be valuables like gold, diamonds, antiques, vehicles, etc. If you want to use a vehicle as an asset, then you must own at least 2 vehicles. Do not include assets like bank deposits, stocks, bonds, life insurance, and real estate which are in other subsections of this Asset section."
Sec_assets,Assets,SubSec_personalProperty,Personal Property,Q_910,quest_version_3,personalPropertyDescriptionOfItem,Description of Item,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_personalProperty,Personal Property,Q_911,quest_version_3,personalPropertyDateAquired,Date Acquired,date,ev-ngdatepicker,,,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_assets,Assets,SubSec_personalProperty,Personal Property,Q_912,quest_version_3,personalPropertyMarketValue,Market Value,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_914,quest_version_3,ownRealEstate,Do you own any real estate?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_6102,quest_version_3,realEstateCountry,Country,string,ev-ngselect,countryListDropdown,TRUE,,EmployerCountrySelectionRule,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_915,quest_version_3,streetNumberName,Street Number and Name,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,"e.g., 123 Main Street","To avoid any mailing problems, EasyVisa recommends spelling out your street descriptor (Street, Avenue, Road, Boulevard, Way, Court, etc)"
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_916,quest_version_3,addressHaveSecondaryDescription,"Does your address have a secondary description (i.e. apartment, suite, or floor)?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_917,quest_version_3,secondaryAddressDescription,What is the secondary address description?,string,radio,secondaryAddressDescRadioButton,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_918,quest_version_3,apartmentSuiteFloor,Apartment/Suite/Floor,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,"i.e. 3B, 18, 2nd etc.",
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_919,quest_version_3,cityTownVillage,City/Town/Village,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_921,quest_version_3,realEstateState,State,string,ev-ngselect,stateListDropdown,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_923,quest_version_3,realEstateZipCode,ZIP Code,number,ev-numberinput,,FALSE,,,,,,,,,,,NumberInputAttributeRule,5,NumberInputAnswerCompletionRule,5,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_6103,quest_version_3,realEstateProvince,Province/State/Territory/Prefecture/Parish,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_6104,quest_version_3,realEstatePostalCode,Postal Code,string,input,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_925,quest_version_3,acquisitionDate,Acquisition Date,date,ev-ngdatepicker,,,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_926,quest_version_3,mortgageBalance,Mortgage Balance(s),number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Q_927,quest_version_3,realEstateMarketValue,Market Value,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_lifeInsurance,Life Insurance,Q_929,quest_version_3,lifeInsurancePolicies,Do you own any life insurance policies?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_lifeInsurance,Life Insurance,Q_930,quest_version_3,totalSumOfYourLifeInsurance,What is the total value of your life insurance policies?,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_lifeInsurance,Life Insurance,Q_931,quest_version_3,cashSurrenderValueOfAllYourPolicies,What is the cash surrender value of all your policies?,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,The cash surrender value is the total sum of money that an insurance company pays the policyholder if his policy is voluntarily terminated before it reaches maturity or before the insured event occurs.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_933,quest_version_3,ownAnyStocksBonds,"Do you own any stocks bonds, or CDs?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This includes any money in retirement accounts, IRAs, 401Ks, pension funds, or mutual funds, etc. <br/><br/>
If you have stocks in a mutual fund or portfolio of stocks or bonds, then you do not have to list each stock or bond within that fund individually. Just list the current value of that mutual fund."
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_934,quest_version_3,financialInstrumentsNameOfUSFinancialInstitution,Name of Financial Institution,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_935,quest_version_3,financialInstrumentsDateAcquired,Date Acquired,date,ev-ngdatepicker,,,,,,,,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_936,quest_version_3,financialInstrumentsNameOfRecordOwner,Name of Record Owner,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_937,quest_version_3,financialInstrumentsTypeOfAccout,Type of Account,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_938,quest_version_3,financialInstrumentsDenomination,Currency,string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"U.S. Dollar, Peso, Yuan, Pounds, Rubles, Yen, etc."
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_939,quest_version_3,financialInstrumentsSerialNumber,Serial Number(s),string,input,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"This only applies to financial instruments that have serial numbers, like bonds, etc. If you have a range of sequential serial numbers, then those can be listed in one account (i.e. 34500-34520)"
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Q_940,quest_version_3,financialInstrumentsCurrentValue,Current Value in U.S. Dollars,number,ev-currencyinput,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,There are many good sites to use for finding out what the current exchange rate is between any two currencies around the world. A good website is  <a href='https://xe.com/' target='_blank'>xe.com.</a>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Q_1001,quest_version_3,employmentStatusInfoLabel,"You must include information about your employment status history for the past 5 years, including Previous Employers, and any periods of unemployment (that lasted for more than 30 days), or any periods of retirement. If you currently have 2 jobs, and one of the jobs is self-employment, then list the self-employment job second (after you click the 'Add Another' button).",string,label,,,,,,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",sub-section-info  ,,,,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Q_1007,quest_version_3,employmentStatusIterationLabel,Employer/Employment Status #iterationCount,string,label,,,,,,,,,,EmploymentStatusDisplayTextRule,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-iteration-title,,,,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Q_1008,quest_version_3,currentEmploymentStatus,What is your current employment status?,string,radio,employmentStatusRadioButton,TRUE,TRUE,,,,,,,EmploymentStatusIterationDisplayTextRule,What was your previous employment status?,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label question-iteration-q1,,,,
